614,1.217742391,0.156004986,0.406422799,1.454052745,-0.474415742,-0.691456481,0.027399291,-0.059331046,0.542968802,-0.02986763,-1.03649015,-0.425768046,-1.748358136,0.361736629,-0.167131387,-0.354789821,0.078657154,-0.329832972,0.003422593,-0.274948289,-0.151691567,-0.301697447,-0.066764521,0.361230438,0.682752709,-0.336434832,0.013779414,0.014947226,2.68,0
614,1.39541975,-0.26913937,-0.071822008,-0.247354072,-0.554783754,-0.902045592,-0.071149126,-0.257163273,-1.08281027,0.756010709,-0.97325656,-0.475021352,-0.162096991,0.391369192,0.749378487,-1.25063544,-0.159661386,0.692069772,-0.464384598,-0.499285439,-0.813066988,-1.975568443,0.19653435,-0.194206757,0.152455141,0.12287829,-0.041237619,0.012794128,21.5,0
617,-4.701074317,4.208707476,-2.40393986,0.036472898,-2.903480893,-1.535532385,-2.225578644,3.444228151,-0.310355628,-0.133365299,-1.334767875,0.946615906,0.005107829,1.731686401,0.763843772,1.254713714,1.328053826,0.125821414,-0.340501957,0.0850645,-0.148894779,-0.996818798,0.439301755,0.289497374,0.356355039,0.122140615,-0.008910523,-0.006072402,12.99,0
619,1.121028173,-0.626310531,0.105123342,0.63447741,1.219798619,4.700368422,-1.488650949,1.287611499,1.498947633,-0.3320495,-1.219831339,0.615878054,-0.279173284,-0.886350129,-1.467342954,-0.248314215,-0.15174839,0.112798692,0.605004221,-0.016185485,-0.176766745,-0.198571173,-0.119171471,1.03752904,0.700224724,-0.264955337,0.102377955,0.033509287,24.9,0
619,-1.109297181,1.323546798,1.017411276,-1.202050756,0.405516369,-0.194042282,0.131130798,-2.953921598,-0.999904898,-0.842674962,1.097513773,0.918464988,0.043273591,0.542162916,-0.518789989,0.597220062,-0.79340514,-0.351771676,0.063485785,0.613367682,-1.626379332,-0.656838272,0.081910395,0.008951247,-0.369323645,0.423323546,-0.341387887,-0.123115826,25.99,0
623,-1.453823763,0.220072368,2.077258756,-1.148689916,-0.593353317,1.08537104,0.228493937,0.357886622,0.735440081,-0.708473403,1.033344615,0.722245781,-0.989803173,-0.471885808,-1.060918519,-0.271162172,0.159262037,-0.921879837,-0.59610052,-0.434543572,-0.055418373,0.006300145,-0.109251428,-0.232052985,-0.39945959,0.779924927,-0.428841399,0.114169565,105.16,0
623,1.326131939,0.260298291,-0.134932293,0.46612321,0.036576889,-0.518936607,0.003124087,-0.087155126,0.240739162,-0.254270477,-1.123298615,-0.586431875,-0.517601844,-0.164783061,1.268502257,0.815268125,-0.318642085,0.142120749,0.187132811,-0.106677233,-0.364247394,-1.090733533,0.015788483,-0.688156291,0.319240857,0.159898918,-0.030442204,0.018672789,1.98,0
623,-1.084753672,0.495541947,1.170667716,0.537479055,1.366479386,4.885995928,-1.366097943,1.875254268,0.60098842,-0.636978047,-1.401574162,0.374262095,-0.230384307,-0.635259119,-1.090047763,-0.635091611,0.435677897,0.4386744,1.767085624,0.228938664,-0.126041448,-0.075454261,-0.329595877,1.044366984,0.577033414,-0.063467833,0.296040994,0.063524639,1,0
624,1.25651996,0.33821859,0.299210675,0.694383719,-0.389018472,-1.075500908,0.071550537,-0.190856972,0.066557237,-0.276122813,-0.10885313,0.114857337,0.00432058,-0.243541134,1.118754582,0.490529036,0.005496652,-0.270140799,-0.194882463,-0.094852293,-0.290520037,-0.849128857,0.131366082,0.333721131,0.209284428,0.095493252,-0.024533532,0.030289524,1.78,0
624,1.221942047,0.284236104,0.655659573,0.697635989,-0.584814364,-1.160389803,0.127886492,-0.26896261,-0.085634549,-0.090822061,0.19756486,0.854420985,0.96791564,0.119746564,0.931220286,0.175280251,-0.344396708,-0.734275388,-0.249552533,-0.041764538,-0.222830149,-0.63049505,0.161160626,0.726238727,0.194791101,0.071075846,-0.025544587,0.025283787,9.99,0
626,-1.389097853,1.108987109,1.137944561,0.064840534,-0.382322814,-0.737958298,0.192687225,0.403109059,-0.239926881,-0.214002744,-0.141844709,-0.13243412,-0.779238093,0.551848266,1.17123064,-0.047788492,0.188949332,-0.790086215,-0.438188745,-0.216576474,-0.122043618,-0.486833852,0.27825421,0.355389192,-0.305294415,0.053819574,-0.251578981,0.099862229,10.99,0
626,1.162650295,-0.059101154,0.625173422,0.946211407,-0.825452293,-0.91322294,-0.05147563,-0.105708915,0.591472691,-0.175491586,-0.542590103,0.047160859,-1.097749092,0.156008023,-0.121052843,-0.32735925,0.208899328,-0.691669619,0.094849107,-0.146771985,-0.20788721,-0.520481232,0.044754382,0.729893299,0.367855417,0.249399032,-0.032990878,0.018234857,30.5,0
628,1.140247205,0.0200353,-0.271886656,0.727193657,0.430336344,0.497869075,0.03398624,0.153374648,-0.101362428,0.137861946,0.364045868,0.208550918,-0.589707915,0.694359541,0.639362793,0.332864577,-0.781619752,0.371655814,-0.011208441,-0.066267295,0.053309293,0.054195439,-0.26341477,-1.153270542,0.698028378,-0.246911538,0.01056568,0.002426155,56,0
629,-0.667663852,1.343777188,1.313459516,0.520481692,-0.225132195,-0.816066395,0.433279083,0.318095343,-0.761123797,-0.702284564,-0.583082176,0.266180029,0.320697695,0.49282293,0.753646697,0.233523519,-0.311217434,-0.160257551,-0.129065657,-0.17229292,-0.105447593,-0.468959023,-0.011036651,0.331321514,-0.064252443,-0.670134917,-0.046442781,0.008503894,4,0
630,-1.157123228,-0.563688466,1.055271476,-1.86211609,-0.284728465,0.608972251,1.067630535,-0.113502582,-0.935289033,0.27995141,0.495434337,-0.506188456,-0.573473241,-0.573415324,-1.520745352,0.785404864,0.086937678,-1.348676213,0.446477674,0.232081594,0.060345988,0.467020709,-0.066662347,-0.653241183,0.481579212,-0.263750465,0.095687284,-0.110416541,223.25,0
630,1.315818361,0.407945336,-0.023868457,0.486155277,0.131546368,-0.567519245,0.140781014,-0.210137949,-0.069966845,-0.312563716,-0.636850655,0.519824601,1.429553565,-0.548093226,1.039442038,0.673844965,-0.370859306,-0.154857846,0.110833458,0.01453965,-0.330541115,-0.898108896,0.012714019,-0.466751165,0.363821761,0.142917542,-0.017302996,0.024611427,1.98,0
630,-0.986718938,1.193046278,0.687745312,-0.593925497,-0.557397894,0.840298903,-0.975619878,-3.851488051,0.17995821,-0.303256755,1.308539356,1.431413102,-0.234048162,0.390703754,-0.681494682,0.080044059,0.007122303,-0.649673258,-0.587859728,-1.034039405,3.625911314,-1.75593197,0.132060005,0.002331325,0.695589968,0.429103372,0.305583142,0.192042863,79,0
631,-1.058930942,0.114078303,1.485336984,0.534704046,0.754274552,-0.496412436,0.580911663,0.143710655,-0.079361502,-0.741373462,-0.968240369,-0.250369967,-1.211699997,0.161282583,-0.606521163,-0.551640144,0.088074308,-0.716170077,-0.862826912,-0.014561024,0.067736869,0.056591336,0.032287102,0.035178216,0.098191999,-0.489206918,0.090100667,0.137385826,57.64,0
